1.00000000000115+0i
-0.12236637788123+0.0587986717871755i
-0.114916380804+0.0603168254556162i
-0.107787328206013+0.0614651724338896i
-0.100976801689574+0.0622799079262219i
-0.0944807324061931+0.0627946231819509i
-0.0882936769573054+0.0630404208966915i
-0.082409060989841+0.0630460368247504i
-0.076819393456964+0.0628379648197088i
-0.0715164543587137+0.0624405830539861i
-0.0664914586078051+0.0618762796335879i
-0.0617351984792077+0.0611655762037315i
-0.0572381669140003+0.0603272484677207i
-0.0529906637615147+0.0593784428082299i
-0.0489828868589908+0.058334788420913i
-0.0452050096761196+0.0572105045523536i
-0.041647247085033+0.056018502582097i
-0.0382999106632747+0.0547704828073742i
-0.0351534547944034+0.0534770258843663i
-0.0321985146986649+0.0521476789547898i
-0.029425937406364+0.0507910365459141i
-0.0268268065764612+0.0494148163753744i
-0.0243924619634843+0.0480259302273825i
-0.0221145142457363+0.0466305500889854i
-0.0199848558465072+0.0452341697531662i
-0.0179956683074415+0.043841662105036i
-0.0161394267072539+0.0424573323131092i
-0.0144089015608537+0.0410849671490908i
-0.0127971585818214+0.0397278806584682i
-0.0112975566438371+0.0383889563998507i
-0.00990374423619366+0.0370706864657446i
-0.00860965467083033+0.0357752074901217i
-0.00740950026620307+0.0345043338405011i
-0.00629776570375938+0.0332595881834299i
-0.00526920072774895+0.0320422296034356i
-0.00431881233577342+0.0308532794459702i
-0.00344185658790747+0.0296935450460717i
-0.00263383014427445+0.0285636414949959i
-0.0018904616254421+0.0274640115880316i
-0.00120770287635907+0.0263949440881368i
-0.000581720202408252+0.0253565904313726i
-8.88563564254214e-06+0.0243489799920535i
0.000514231720047948+0.0233720340177692i
0.000990874224116015+0.0224255783368166i
0.00142410408138018+0.0215093549338935i
0.00181681154339612+0.0206230324827783i
0.00217172290722543+0.0197662159189387i
0.00249140829412813+0.0189384551286307i
0.00277828919495605+0.0181392528258199i
0.00303464577231819+0.0173680716828664i
0.00326262391269994+0.0166243407761428i
0.00346424202428162+0.0159074614030918i
0.00364139757836863+0.0152168123230642i
0.00379587339421997+0.0145517544702869i
0.00392934366865863+0.0139116351835508i
0.00404337975316477+0.0132957919938918i
0.00413945568224581+0.0127035560082143i
0.00421895345778097+0.0121342549239493i
0.00428316809479614+0.0115872157069918i
0.00433331243471661+0.0110617669626922i
0.00437052173257459+0.0105572410272393i
0.00439585802504938+0.0100729758046219i
0.00441031428644028+0.00960831637232764i
0.00441481837987615+0.00916261637702474i
0.00441023681114286+0.00873523923977913i
0.00439737829256992+0.00832555918873616i
0.00437699712442841+0.00793296213570426i
0.00434979640119886+0.00755684641174203i
0.00431643105003014+0.00719662337554474i
0.00427751070856537+0.00685171790730172i
0.00423360244918086+0.00652156879960496i
0.00418523335651384+0.00620562905598976i
0.00413289296500541+0.0059033661068045i
0.00407703556295527+0.00561426195123001i
0.00401808236941877+0.00533781323354062i
0.00395642359006172+0.00507353126094478i
0.00389242035786864+0.00482094196971988i
0.00382640656440201+0.0045795858457427i
0.00375869058708248+0.0043490178049618i
0.0036895569177634+0.00412880703886013i
0.00361926769763528+0.00391853682948547i
0.00354806416331691+0.00371780433819232i
0.00347616800875629+0.00352622037186393i
0.00340378266738291+0.00334340913000532i
0.00333109451874226+0.00316900793578093i
0.00325827402365799+0.00300266695376492i
0.00318547679177791+0.00284404889689662i
0.00311284458517968+0.00269282872487955i
0.00304050626153705+0.00254869333603546i
0.00296857866017478+0.0024113412544126i
0.0028971674341859+0.00228048231375078i
0.00282636783161318+0.00215583733973785i
0.00275626542856579+0.0020371378318244i
0.00268693681697429+0.00192412564572623i
0.00261845024957048+0.00181655267760086i
0.00255086624452691+0.00171418055077433i
0.00248423815207731+0.0016167803057779i
0.00241861268530769+0.00152413209435641i
0.00235403041719979+0.00143602487802328i
0.00229052624589046+0.00135225613164941i
0.00222812983001079+0.00127263155250509i
0.00216686599586376+0.00119696477510371i
0.00210675511810688+0.00112507709213837i
0.00204781347551196+0.00105679718174581i
0.00199005358329015+0.000991960841286238i
0.00193348450338622+0.000930410727781691i
0.0018781121340684+0.000871996105117918i
0.00182393948006613+0.000816572598079439i
0.00177096690443689+0.000764001953255544i
0.00171919236327797+0.000714151806829768i
0.0016686116243327+0.000666895459237772i
0.00161921847048521+0.000622111656659474i
0.00157100488907528+0.000579684379291298i
0.00152396124791687+0.000539502636327961i
0.00147807645884829+0.000501460267569077i
0.00143333812959639+0.00046545575155284i
0.00138973270469082+0.000431392020108885i
0.00134724559612103+0.00039917627921351i
0.00130586130438874+0.000368719836021941i
0.00126556353056884+0.000339937931946982i
0.00122633527995726+0.000312749581647722i
0.00118815895784763+0.000287077417787605i
0.00115101645794837+0.000262847541419012i
0.00111488924391946+0.000239989377847954i
0.00107975842448113+0.000218435537831721i
0.00104560482251702+0.000198121683961659i
0.00101240903857134+0.00017898640208175i
0.000980151509113467+0.000160971077595582i
0.000948812559921227+0.000144019776513739i
0.000918372454912642+0.000128079131095238i
0.000888811440735713+0.00011309822993831i
0.000860109787406246+9.90285123773891e-05i
0.000832247825266311+8.58236670451009e-05i
0.000805205978518528+7.34395344609023e-05i
0.00077896479557583+6.183401350991e-05i
0.000753504976450983+5.09669716785634e-05i
0.000728807397396075+4.08001589163679e-05i
0.000704853132989125+3.12971249959638e-05i
0.000681623475852345+2.24231402468348e-05i
0.000659099954174537+1.41451195408311e-05i
0.000637264347199463+6.43154941119185e-06i
0.000616098698831527-7.47581810483715e-07i
0.000595585329499993-7.42085095131073e-06i
0.000575706846414336-1.36154641573856e-05i
0.000556446152334167-1.93573183628498e-05i
0.000537786452969518-2.46710601704847e-05i
0.000519711263119165-2.95801422431574e-05i
0.000502204411648042-3.41068773025744e-05i
0.000485250045397662-3.82724898284437e-05i
0.000468832632117489-4.20971655483437e-05i
0.000452936962498873-4.56000988054186e-05i
0.000437548151388187-4.87995378882616e-05i
0.000422651638250046-5.17128284042753e-05i
0.000408233186946953-5.4356454775143e-05i
0.000394278884897026-5.67460799301897e-05i
0.000380775141667126-5.88965832707682e-05i
0.000367708687054849-6.08220969761274e-05i
0.00035506656870884-6.25360407187571e-05i
0.000342836149333621-6.40511548545731e-05i
0.000331005103521549-6.53795321510267e-05i
0.000319561414251729-6.65326481137738e-05i
0.000308493369092516-6.75213899702735e-05i
0.000297789556141766-6.83560843665227e-05i
0.000287438859736294-6.90465238308979e-05i
0.00027743045595976-6.96019920570591e-05i
0.000267753807975905-7.00312880558529e-05i
0.000258398661211992-7.03427492241447e-05i
0.000249355038415449-7.05442733767012e-05i
0.000240613234604808-7.06433397853813e-05i
0.000232163811934401-7.06470292681109e-05i
0.000223997594490715-7.05620433684992e-05i
0.000216105663036797-7.03947226651999e-05i
0.000208479349719745-7.01510642486663e-05i
0.000201110232755087-6.98367384013037e-05i
0.00019399013110058-6.94571045156468e-05i
0.000187111099130949-6.90172262837143e-05i
0.000180465421323966-6.85218861893671e-05i
0.00017404560696738-6.79755993341513e-05i
0.000167844384895275-6.73826266258742e-05i
0.000161854698261625-6.67469873579229e-05i
0.000156069699358035-6.60724712061624e-05i
0.000150482744481948-6.5362649669173e-05i
0.000145087388860945-6.46208869764203e-05i
0.000139877381638112-6.38503504880037e-05i
0.000134846660922938-6.30540206085576e-05i
0.000129989348911634-6.22347002369711e-05i
0.000125299747080287-6.13950237726415e-05i
0.000120772331453822-6.0537465698097e-05i
0.000116401747953337-5.96643487569952e-05i
0.000112182807823947-5.87778517456588e-05i
0.000108110483144993-5.78800169355484e-05i
0.000104179902424064-5.69727571433157e-05i
0.000100386346276057-5.60578624643702e-05i
9.67252431881661e-05-5.51370066851727e-05i
9.31921653714869e-05-5.42117533888525e-05i
8.97828246996414e-05-5.32835617680724e-05i
8.64930687346758e-05-5.23537921584723e-05i
8.3318876840243e-05-5.14237113054472e-05i
8.02563563819263e-05-5.0494497376434e-05i
7.73017390144135e-05-4.9567244730375e-05i
7.44513770550581e-05-4.86429684554921e-05i
7.17017399432584e-05-4.7722608686018e-05i
6.90494107849564e-05-4.68070347080698e-05i
6.64910829814572e-05-4.58970488643912e-05i
6.40235569416687e-05-4.49933902672586e-05i
6.16437368767854e-05-4.40967383284386e-05i
5.93486276763607e-05-4.3207716114685e-05i
5.71353318646439e-05-4.23268935368829e-05i
5.50010466360082e-05-4.14547903805939e-05i
5.2943060968234e-05-4.0591879185398e-05i
5.09587528123806e-05-3.97385879801072e-05i
4.90455863579344e-05-3.88953028805998e-05i
4.72011093718903e-05-3.80623705567279e-05i
4.54229506104053e-05-3.72401005744526e-05i
4.37088173016312e-05-3.64287676190929e-05i
4.20564926983287e-05-3.56286136052981e-05i
4.04638336988426e-05-3.48398496791082e-05i
3.89287685350198e-05-3.40626581172198e-05i
3.74492945256378e-05-3.3297194128341e-05i
3.60234758939198e-05-3.25435875613012e-05i
3.46494416477039e-05-3.18019445243671e-05i
3.33253835208476e-05-3.10723489200089e-05i
3.20495539744503e-05-3.03548638991754e-05i
3.08202642564838e-05-2.96495332389443e-05i
2.96358825184396e-05-2.89563826472377e-05i
2.84948319876038e-05-2.82754209981271e-05i
2.73955891935954e-05-2.76066415010844e-05i
2.6336682247809e-05-2.69500228073864e-05i
2.53166891744302e-05-2.63055300567299e-05i
2.43342362917003e-05-2.56731158669699e-05i
2.33879966421349e-05-2.50527212697672e-05i
2.24766884704128e-05-2.44442765947928e-05i
2.15990737476791e-05-2.38477023050205e-05i
2.07539567410223e-05-2.32629097855186e-05i
1.99401826269112e-05-2.26898020880381e-05i
1.9156636147396e-05-2.2128274633593e-05i
1.84022403079038e-05-2.15782158751165e-05i
1.76759551154794e-05-2.10395079221901e-05i
1.69767763563461e-05-2.05120271297389e-05i
1.6303734411685e-05-1.99956446525065e-05i
1.56558931105527e-05-1.94902269670282e-05i
1.50323486188847e-05-1.89956363627507e-05i
1.44322283635496e-05-1.85117314038571e-05i
1.38546899904472e-05-1.80383673632935e-05i
1.32989203556645e-05-1.75753966304142e-05i
1.27641345487263e-05-1.7122669093598e-05i
1.22495749470033e-05-1.66800324991261e-05i
1.17545103003575e-05-1.62473327875462e-05i
1.12782348451327e-05-1.58244144086926e-05i
1.08200674466175e-05-1.5411120616473e-05i
1.03793507691299e-05-1.50072937444829e-05i
9.95545047289526e-06-1.46127754634535e-05i
9.54775443691031e-06-1.42274070214937e-05i
9.15567200700669e-06-1.38510294680391e-05i
8.77863326834868e-06-1.34834838623767e-05i
8.41608834161965e-06-1.31246114675716e-05i
8.06750670217182e-06-1.27742539305831e-05i
7.73237652143397e-06-1.2432253449317e-05i
7.41020402989029e-06-1.20984529273271e-05i
7.10051290096341e-06-1.17726961168415e-05i
6.80284365515137e-06-1.14548277507575e-05i
6.51675308378951e-06-1.11446936642169e-05i
6.24181369182181e-06-1.08421409063432e-05i
5.97761315898831e-06-1.05470178426932e-05i
5.72375381884718e-06-1.02591742489486e-05i
5.47985215507178e-06-9.97846139634667e-06i
5.2455383144746e-06-9.70473212932324e-06i
5.02045563622926e-06-9.43784093582007e-06i
4.80426019677513e-06-9.17764401068282e-06i
4.59662036990545e-06-8.9239993125564e-06i
4.39721640155365e-06-8.67676661466357e-06i
4.20573999880762e-06-8.43580754983204e-06i
4.02189393269555e-06-8.20098565011815e-06i
3.84539165430008e-06-7.97216638135644e-06i
3.67595692377151e-06-7.74921717294754e-06i
3.51332345182364e-06-7.53200744318153e-06i
3.3572345533076e-06-7.32040862037717e-06i
3.20744281247297e-06-7.1142941601044e-06i
3.06370975953538e-06-6.91353955874217e-06i
2.92580555818327e-06-6.71802236361145e-06i
2.79350870366691e-06-6.52762217990995e-06i
2.66660573112328e-06-6.34222067466367e-06i
2.54489093380266e-06-6.16170157789847e-06i
2.4281660908716e-06-5.98595068122436e-06i
2.3162402044778e-06-5.81485583401472e-06i
2.20892924577244e-06-5.64830693735278e-06i
2.10605590959446e-06-5.48619593590859e-06i
2.00744937753111e-06-5.32841680790033e-06i
1.91294508907776e-06-5.17486555328595e-06i
1.82238452062861e-06-5.0254401803227e-06i
1.73561497203925e-06-4.88004069062454e-06i
1.65248936050884e-06-4.73856906284006e-06i
1.57286602153918e-06-4.60092923506707e-06i
1.49660851673465e-06-4.46702708611279e-06i
1.42358544821487e-06-4.33677041570298e-06i
1.35367027941974e-06-4.21006892373681e-06i
1.28674116209243e-06-4.08683418867928e-06i
1.22268076923417e-06-3.96697964517713e-06i
1.16137613383019e-06-3.85042056097934e-06i
1.10271849315342e-06-3.73707401323866e-06i
1.04660313845838e-06-3.62685886426543e-06i
9.92929269883938e-07-3.51969573680169e-06i
9.41599856389516e-07-3.415506988878e-06i
8.92521500555014e-07-3.31421668831315e-06i
8.45604308080238e-07-3.21575058691159e-06i
8.00761761824913e-07-3.12003609441128e-06i
7.57910600235883e-07-3.02700225223043e-06i
7.16970700012579e-07-2.93657970705875e-06i
6.77864962867289e-07-2.84870068433613e-06i
6.40519206241104e-07-2.76329896165806e-06i
6.04862057841188e-07-2.68030984214539e-06i
5.70824853869296e-07-2.59967012781272e-06i
5.38341540815921e-07-2.5213180929677e-06i
5.07348580698612e-07-2.44519345767094e-06i
4.77784859626698e-07-2.37123736128474e-06i
4.4959159957904e-07-2.2993923361357e-06i
4.22712273284982e-07-2.22960228131556e-06i
3.97092522102035e-07-2.16181243664188e-06i
3.72680076787984e-07-2.09596935679897e-06i
3.49424681067995e-07-2.03202088567759e-06i
3.27278017900767e-07-1.96991613093062e-06i
3.06193638351226e-07-1.90960543876026e-06i
2.86126892979858e-07-1.85104036895091e-06i
2.67034865662328e-07-1.79417367016114e-06i
2.48876309755512e-07-1.73895925548596e-06i
2.31611586529164e-07-1.68535217830051e-06i
2.15202605784851e-07-1.63330860839443e-06i
1.99612768586927e-07-1.5827858084056e-06i
1.84806912032118e-07-1.5337421105608e-06i
1.70751255987598e-07-1.48613689373001e-06i
1.57413351729053e-07-1.43993056080016e-06i
1.44762032413097e-07-1.39508451637351e-06i
1.3276736532026e-07-1.35156114479484e-06i
1.21400605807168e-07-1.30932378851127e-06i
1.10634152908469e-07-1.26833672676749e-06i
1.00441506531057e-07-1.228565154639e-06i
9.07972261853295e-08-1.18997516240502e-06i
8.16768911997376e-08-1.15253371526233e-06i
7.30570623669817e-08-1.11620863338096e-06i
6.49152449719222e-08-1.080968572302e-06i
5.72298531528256e-08-1.04678300367727e-06i
4.99801755494192e-08-1.01362219635061e-06i
4.31463421926619e-08-9.81457197779631e-07i
3.67092925927391e-08-9.50259815796918e-07i
3.06507449833373e-08-9.20002600708955e-07i
2.49531666815043e-08-8.90658827731136e-07i
1.95997455240448e-08-8.62202479756478e-07i
1.45743623424843e-08-8.34608230455913e-07i
9.86156444016849e-09-8.07851427707381e-07i
5.44654003611735e-09-7.81908077351024e-07i
1.31509364165738e-09-7.56754827267417e-07i
-2.54637766323646e-09-7.32368951775607e-07i
-6.15090708542661e-09-7.08728336347739e-07i
-9.51098013687721e-09-6.85811462636657e-07i
-1.26385558450687e-08-6.63597393812861e-07i
-1.55450871843759e-08-6.420657602072e-07i
-1.82415407558312e-08-6.21196745255255e-07i
-2.07384157421253e-08-6.00971071739663e-07i
-2.30457621634158e-08-5.81369988326206e-07i
-2.51731984589017e-08-5.62375256389633e-07i
-2.71299284181185e-08-5.43969137125102e-07i
-2.89247574850685e-08-5.26134378940877e-07i
-3.05661084576438e-08-5.08854205128192e-07i
-3.20620366038143e-08-4.92112301803906e-07i
-3.34202442154644e-08-4.75892806121568e-07i
-3.46480946199802e-08-4.60180294746702e-07i
-3.57526256689959e-08-4.44959772591787e-07i
-3.67405627229953e-08-4.30216661806665e-07i
-3.76183311498993e-08-4.15936791019987e-07i
-3.83920683550756e-08-4.02106384827284e-07i
-3.90676353595349e-08-3.88712053521388e-07i
-3.9650627942716e-08-3.75740783060743e-07i
-4.01463873653868e-08-3.63179925271371e-07i
-4.05600106878913e-08-3.51017188278124e-07i
-4.08963606983386e-08-3.39240627160955e-07i
-4.11600754647687e-08-3.27838634831944e-07i
-4.13555775250014e-08-3.16799933128827e-07i
-4.14870827271583e-08-3.06113564120881e-07i
-4.15586087336638e-08-2.95768881622954e-07i
-4.1573983200801e-08-2.85755542913544e-07i
-4.15368516457386e-08-2.76063500652855e-07i
-4.14506850123054e-08-2.66682994996733e-07i
-4.13187869465431e-08-2.57604545902604e-07i
-4.11443007925865e-08-2.4881894562333e-07i
-4.09302163191101e-08-2.40317251385185e-07i
-4.0679376186191e-08-2.3209077824608e-07i
-4.03944821620615e-08-2.24131092130173e-07i
-4.00781010989519e-08-2.16430003035228e-07i
-3.97326706768613e-08-2.08979558408922e-07i
-3.93605049237711e-08-2.01772036690517e-07i
-3.89637995205314e-08-1.94799941014299e-07i
-3.85446368983845e-08-1.88055993071215e-07i
-3.81049911367285e-08-1.81533127125293e-07i
-3.76467326685364e-08-1.75224484181349e-07i
-3.71716328005594e-08-1.69123406300649e-07i
-3.66813680551372e-08-1.63223431061217e-07i
-3.6177524340264e-08-1.57518286159492e-07i
-3.56616009543191e-08-1.52001884150188e-07i
-3.51350144315369e-08-1.46668317321152e-07i
-3.45991022342553e-08-1.4151185270016e-07i
-3.40551262975831e-08-1.36526927190604e-07i
-3.35042764320411e-08-1.31708142833093e-07i
-3.29476735895022e-08-1.27050262190027e-07i
-3.23863729975401e-08-1.22548203850297e-07i
-3.18213671671398e-08-1.18197038051264e-07i
-3.12535887785521e-08-1.13991982415263e-07i
-3.06839134498629e-08-1.09928397797919e-07i
-3.01131623927093e-08-1.06001784245642e-07i
-2.95421049594473e-08-1.02207777059627e-07i
-2.89714610858401e-08-9.85421429639025e-08i
-2.84019036332606e-08-9.50007763748137e-08i
-2.78340606342307e-08-9.1579695769586e-08i
-2.72685174449677e-08-8.827504015151e-08i
-2.67058188085099e-08-8.50830656093944e-08i
-2.61464708318142e-08-8.20001419690296e-08i
-2.55909428801719e-08-7.90227495343464e-08i
-2.50396693920543e-08-7.61474759161033e-08i
-2.44930516174995e-08-7.33710129459186e-08i
-2.39514592829914e-08-7.06901536735561e-08i
-2.3415232185623e-08-6.81017894453738e-08i
-2.28846817193453e-08-6.56029070619073e-08i
-2.23600923358975e-08-6.31905860126401e-08i
-2.18417229429795e-08-6.08619957859903e-08i
-2.13298082420902e-08-5.86143932526333e-08i
-2.08245600084283e-08-5.64451201203199e-08i
-2.0326168315089e-08-5.4351600458352e-08i
-1.98348027037667e-08-5.23313382899826e-08i
-1.93506133040506e-08-5.03819152509854e-08i
-1.8873731903373e-08-4.85009883126948e-08i
-1.84042729695157e-08-4.66862875679157e-08i
-1.79423346276035e-08-4.49356140780253e-08i
-1.74879995933752e-08-4.32468377797329e-08i
-1.70413360644556e-08-4.16178954499452e-08i
-1.6602398571344e-08-4.00467887272427e-08i
-1.61712287897137e-08-3.85315821884761e-08i
-1.5747856315573e-08-3.70704014790804e-08i
-1.53322994048084e-08-3.56614314956711e-08i
-1.49245656785135e-08-3.43029146195982e-08i
-1.45246527955379e-08-3.29931490000821e-08i
-1.41325490935446e-08-3.17304868856464e-08i
-1.37482341998925e-08-3.05133330026039e-08i
-1.33716796135685e-08-2.93401429792874e-08i
-1.3002849259346e-08-2.82094218148921e-08i
-1.26417000153401e-08-2.71197223916918e-08i
-1.22881822150424e-08-2.60696440295091e-08i
-1.19422401248888e-08-2.50578310812902e-08i
-1.16038123983961e-08-2.40829715687185e-08i
